email_id,sender,subject,text,spam
4c3833e7-7c90-4f27-ab26-7d098153ea70,john.smith@business.org,Birthday Wishes,Can we reschedule our meeting to 3 PM tomorrow?,0
951c8fe1-bd05-4889-87f3-4c25e1a1a357,admin@intranet.local,Project Feedback,Please find the attached report for your review.,0
068832e5-b2e3-4235-b326-dd06b2aa8534,manager@teamproject.io,Meeting Rescheduled,Happy birthday! Hope you have a wonderful day!,0
f9318027-7f6e-4ee7-9f34-2063460f2dfd,manager@teamproject.io,Project Feedback,Looking forward to our lunch next week.,0
942c584b-b3ac-466a-9e3d-66533cd62b9d,support@medsshop.com,Win a Free iPhone,Your payment is pending. Click here to confirm your billing information.,1
f03e6ae2-307e-4a02-b685-252a8ac43bc1,colleague@workmail.com,Schedule for Next Week,Don't forget to submit your timesheet today.,0
c43a44eb-87ec-4236-9270-8999314a1974,support@medsshop.com,Your Account is in Danger,"Exclusive deal just for you. Don't miss out, click here.",1
f7ab1b6a-9311-44be-8645-c9a0bdacbabf,hr@company.com,Team Lunch Reminder,Looking forward to our lunch next week.,0
72d56641-b986-4106-b3fb-b8c4702ed418,prizes@freegiftcards.com,Act Now: Limited Offer!,Lowest prices on meds! No prescription needed. Order now!,1
581976de-b096-4500-a131-2210c70a43fb,manager@teamproject.io,Updated Document Attached,Please find the attached report for your review.,0
6a994177-e1e3-4ec5-89ec-26275112188c,jane.doe@company.com,Meeting Rescheduled,Please find the attached report for your review.,0
77ec8b71-27b6-4247-92ba-721352bf2d2c,john.smith@business.org,Team Lunch Reminder,Thanks for your feedback on the latest project.,0
f99ecfc5-cf19-4d97-9535-16560a7f623a,offers@loanexpress.net,You've Been Selected!,Final notice: Your car warranty is about to expire.,1
4795ad8d-5b60-4076-80b5-6a7277dcc5f6,noreply@workfromhome.biz,Your Account is in Danger,Your payment is pending. Click here to confirm your billing information.,1
744bd08f-e4a8-421a-b67b-49c6acf70948,manager@teamproject.io,Meeting Rescheduled,Let me know if you need help with the presentation.,0
3c3ea56a-723e-48f7-b20b-979fc20638c6,support@medsshop.com,Win a Free iPhone,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
6b311a6c-2f84-4a01-a735-0f55b30c9722,john.smith@business.org,Birthday Wishes,Looking forward to our lunch next week.,0
e0ffae7e-8381-45ad-a71b-e1fa0685355c,security@banknotice.com,Earn $$$ from Home,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
e3773a7a-881d-4828-b184-1d7a0f00c4ed,noreply@workfromhome.biz,Your Account is in Danger,URGENT! Your account has been compromised. Reset your password immediately.,1
b941af5f-af81-4786-9e61-391a89ad273d,billing@onlinewarranty.org,You've Been Selected!,This is not a scam! You have been chosen for a free vacation.,1
b3d5bcfd-5881-4893-bf65-1655209f0b2f,support@medsshop.com,Your Account is in Danger,Claim your free iPhone by filling out this short survey.,1
e4bffe84-771f-4e37-9702-a3d7eda261e9,noreply@workfromhome.biz,You've Been Selected!,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
16d0fce0-5078-4536-bffc-5cfbe2fb01ad,manager@teamproject.io,Birthday Wishes,Can we reschedule our meeting to 3 PM tomorrow?,0
c6fb1f12-3288-427b-a567-ed1f4fd062df,admin@intranet.local,Updated Document Attached,Can we reschedule our meeting to 3 PM tomorrow?,0
c98fadfe-de3c-493e-a40f-67556520bbfc,colleague@workmail.com,Project Feedback,Can we reschedule our meeting to 3 PM tomorrow?,0
884d2f93-bf6a-4432-9f2b-3942c612a181,prizes@freegiftcards.com,Earn $$$ from Home,This is not a scam! You have been chosen for a free vacation.,1
41fdf861-276c-46a0-9554-6beaaaa09cd6,jane.doe@company.com,Team Lunch Reminder,Happy birthday! Hope you have a wonderful day!,0
a3ca7fa1-a476-41de-965f-4ceba604c276,prizes@freegiftcards.com,Your Account is in Danger,Get rich quick! Work from home and earn $5000/week.,1
e6b5e45d-e2bb-4cfa-8aac-203cbbab238b,noreply@workfromhome.biz,Earn $$$ from Home,Get rich quick! Work from home and earn $5000/week.,1
a57b04bc-ef2f-44fd-b8dd-ca2162f31d40,manager@teamproject.io,Project Feedback,We should finalize the budget by end of this week.,0
92db22cc-4164-41c4-8e17-ab021b6759a6,support@medsshop.com,Win a Free iPhone,You have been selected for a limited time loan offer. Apply now!,1
89161331-214a-4389-84c5-8a8f1c0de15a,manager@teamproject.io,Team Lunch Reminder,Are you attending the team event on Friday?,0
8e284731-0d48-4a32-9dc0-0f8a8f7a2755,manager@teamproject.io,Project Feedback,We should finalize the budget by end of this week.,0
da077ba9-5b56-4e97-aac4-bae0b4d40d2d,colleague@workmail.com,Birthday Wishes,We should finalize the budget by end of this week.,0
4cf63d5e-77ef-4485-8adf-4f63875bc45e,jane.doe@company.com,Updated Document Attached,Are you attending the team event on Friday?,0
6e8a2fcc-d9eb-4361-8977-44ceec3ec3e0,admin@intranet.local,Team Lunch Reminder,Please find the attached report for your review.,0
e5e42ef9-fc09-4d76-9fbf-a3c3d6d82ed4,admin@intranet.local,Schedule for Next Week,Happy birthday! Hope you have a wonderful day!,0
6802d4eb-dde6-4bd4-80b2-031285b03e14,noreply@workfromhome.biz,Act Now: Limited Offer!,Lowest prices on meds! No prescription needed. Order now!,1
1c632ef9-520c-443f-a721-ec91434cc164,manager@teamproject.io,Project Feedback,Don't forget to submit your timesheet today.,0
ff07212b-3f33-42d3-9ae7-d7e5340cbe0a,prizes@freegiftcards.com,Your Account is in Danger,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
d9b1f244-d533-4ea1-ba8c-40c482e476c2,john.smith@business.org,Meeting Rescheduled,Can we reschedule our meeting to 3 PM tomorrow?,0
19042c89-9d87-4bfa-8423-082859c53323,billing@onlinewarranty.org,Final Reminder: Update Info,You have been selected for a limited time loan offer. Apply now!,1
f01ecd00-747b-4d30-b5d2-7ac1abd88dfe,hr@company.com,Project Feedback,Please find the attached report for your review.,0
11568ff7-d605-47ab-944b-d46a21da922e,hr@company.com,Updated Document Attached,Please find the attached report for your review.,0
86825fa6-3bad-4b06-ab2f-8c02bf8491fc,colleague@workmail.com,Project Feedback,Thanks for your feedback on the latest project.,0
234fec2b-4eff-45a6-b9bc-b0d84990fd8f,colleague@workmail.com,Birthday Wishes,We should finalize the budget by end of this week.,0
c24896e6-3731-484c-96fb-ed8f57b3deeb,admin@intranet.local,Schedule for Next Week,Please find the attached report for your review.,0
65a73d56-667b-4765-b1de-a5198b9b8c5c,security@banknotice.com,Your Account is in Danger,Get rich quick! Work from home and earn $5000/week.,1
f641118d-d004-42c0-a488-31c1fad4d877,hr@company.com,Project Feedback,Please find the attached report for your review.,0
ecd2dd70-7368-4761-bffa-1e82c3e423fd,prizes@freegiftcards.com,You've Been Selected!,You have been selected for a limited time loan offer. Apply now!,1
bd0a7de2-901f-4a79-ab89-90f143f05a1a,offers@loanexpress.net,Your Account is in Danger,Get rich quick! Work from home and earn $5000/week.,1
68f55b0f-75df-4d82-823c-cac99f1facaf,colleague@workmail.com,Team Lunch Reminder,Let me know if you need help with the presentation.,0
7661639f-38a7-42a5-9f39-7412bf383466,security@banknotice.com,Your Account is in Danger,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
96897c8d-230c-4106-b30b-c70db8536db1,prizes@freegiftcards.com,Act Now: Limited Offer!,Lowest prices on meds! No prescription needed. Order now!,1
0735bbd1-8813-4d0c-9201-31d653861dc6,john.smith@business.org,Project Feedback,Can we reschedule our meeting to 3 PM tomorrow?,0
2323512d-1621-41ae-ad84-48372823e89a,admin@intranet.local,Team Lunch Reminder,Don't forget to submit your timesheet today.,0
79870af4-d23d-4b8c-86d0-43d37b44b69c,john.smith@business.org,Updated Document Attached,Are you attending the team event on Friday?,0
7d6b3d01-24f2-4d1b-bd9b-ffaa7a8b72aa,john.smith@business.org,Birthday Wishes,Thanks for your feedback on the latest project.,0
8885a8fe-3e42-42f8-a187-00bda18b3921,hr@company.com,Schedule for Next Week,Please find the attached report for your review.,0
40cc12ac-5a23-44b7-a85c-00f5782caf54,support@medsshop.com,Win a Free iPhone,Final notice: Your car warranty is about to expire.,1
5500f22e-8deb-4652-b8eb-3c528753b1e5,noreply@workfromhome.biz,Final Reminder: Update Info,"Exclusive deal just for you. Don't miss out, click here.",1
e06efb8b-7c48-4272-8726-d45a8fbbc792,noreply@workfromhome.biz,Win a Free iPhone,You have been selected for a limited time loan offer. Apply now!,1
9d2cc7e0-b06c-45df-8080-387d70a1dbf6,colleague@workmail.com,Birthday Wishes,Here's the link to the document you requested.,0
fc70756f-c7cf-45f6-98fa-dd949921bee4,manager@teamproject.io,Birthday Wishes,Happy birthday! Hope you have a wonderful day!,0
20bcd5bd-3af1-4ebe-9380-531a4103a63c,john.smith@business.org,Schedule for Next Week,Looking forward to our lunch next week.,0
fffe07b9-f784-42a8-9824-6161342e5a6e,hr@company.com,Birthday Wishes,Let me know if you need help with the presentation.,0
04462d5a-5a77-4f2b-bc4e-d3b3cdc853b4,billing@onlinewarranty.org,You've Been Selected!,Final notice: Your car warranty is about to expire.,1
5c780631-8858-472c-97c0-ee016e6931ed,admin@intranet.local,Schedule for Next Week,Please find the attached report for your review.,0
b2366126-475d-46d3-a5ad-f985ff7d9262,admin@intranet.local,Project Feedback,Thanks for your feedback on the latest project.,0
89eccfcf-93d1-4bd5-9209-106b2ac4e4e3,support@medsshop.com,Act Now: Limited Offer!,URGENT! Your account has been compromised. Reset your password immediately.,1
eebafef7-32af-4205-9825-79bc4e789b5a,hr@company.com,Schedule for Next Week,Happy birthday! Hope you have a wonderful day!,0
8d8175ea-6605-4bf4-9091-7995d994f2c0,hr@company.com,Birthday Wishes,Thanks for your feedback on the latest project.,0
20a8e828-7b88-4ecc-91a8-415ceb7d4186,colleague@workmail.com,Project Feedback,Please find the attached report for your review.,0
6545590e-37f3-4c5b-88b1-2eeecfed2be6,admin@intranet.local,Schedule for Next Week,Let me know if you need help with the presentation.,0
6103e846-c053-4578-996b-4fe3c8faeb5b,security@banknotice.com,Earn $$$ from Home,"Exclusive deal just for you. Don't miss out, click here.",1
d0f3d984-6f4d-439a-89bb-78d8287193fb,noreply@workfromhome.biz,Act Now: Limited Offer!,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
e324f30c-5294-41a4-a3ea-6a189c2e7fc8,security@banknotice.com,Your Account is in Danger,You have been selected for a limited time loan offer. Apply now!,1
f3f6526f-7132-46aa-a34a-494ff65e45ef,security@banknotice.com,Win a Free iPhone,Claim your free iPhone by filling out this short survey.,1
254cd5dd-1160-4b35-8e48-4513b11434bd,jane.doe@company.com,Updated Document Attached,Thanks for your feedback on the latest project.,0
9067b15c-4d21-4dc0-96de-280e2ba230a3,jane.doe@company.com,Schedule for Next Week,Can we reschedule our meeting to 3 PM tomorrow?,0
81721936-e7dc-4410-b33a-9ffba92d58bb,jane.doe@company.com,Meeting Rescheduled,Don't forget to submit your timesheet today.,0
f88b04dd-5901-46c6-a239-e85e3a386d06,support@medsshop.com,Final Reminder: Update Info,Final notice: Your car warranty is about to expire.,1
98dbca6e-ac66-40da-8f01-a67b326a33b2,hr@company.com,Schedule for Next Week,Don't forget to submit your timesheet today.,0
2144fad1-8f00-494f-a297-373ae5d0dfe7,security@banknotice.com,Final Reminder: Update Info,Claim your free iPhone by filling out this short survey.,1
eb036ea0-45b2-4903-9733-bbf5d1fd4805,offers@loanexpress.net,Your Account is in Danger,Claim your free iPhone by filling out this short survey.,1
b4318275-1bcf-4307-912e-7b5867388286,billing@onlinewarranty.org,Win a Free iPhone,URGENT! Your account has been compromised. Reset your password immediately.,1
cd9b746d-a792-450e-9877-611b5eb7edc5,colleague@workmail.com,Project Feedback,Are you attending the team event on Friday?,0
0e477493-dd91-4e05-8e25-f26a69becfc7,billing@onlinewarranty.org,Final Reminder: Update Info,Your payment is pending. Click here to confirm your billing information.,1
f946a16c-225a-48b1-8c62-54bd02c7d808,john.smith@business.org,Meeting Rescheduled,Thanks for your feedback on the latest project.,0
365e5add-9ab6-4c2b-aced-8f5d807bfc7b,john.smith@business.org,Birthday Wishes,Please find the attached report for your review.,0
86f18b7b-02db-410a-8df2-1ade1b8a0502,prizes@freegiftcards.com,Final Reminder: Update Info,Claim your free iPhone by filling out this short survey.,1
a61cb018-281c-401b-8210-9f381a8d2724,noreply@workfromhome.biz,Act Now: Limited Offer!,You have been selected for a limited time loan offer. Apply now!,1
513e00ef-bd16-4d09-919f-ccab129666e8,prizes@freegiftcards.com,Your Account is in Danger,Get rich quick! Work from home and earn $5000/week.,1
2cb3e43c-815a-4568-92cc-ad0c55c9034a,prizes@freegiftcards.com,Your Account is in Danger,This is not a scam! You have been chosen for a free vacation.,1
609eaf13-4813-4738-9418-4d8e62534c48,prizes@freegiftcards.com,Your Account is in Danger,Get rich quick! Work from home and earn $5000/week.,1
5d3841f1-fa11-4028-8565-f8c775171829,john.smith@business.org,Project Feedback,Don't forget to submit your timesheet today.,0
0155e2ff-32f4-4798-85ac-88fa5ef656cb,billing@onlinewarranty.org,Final Reminder: Update Info,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
c9537692-0c3e-4bf6-ac34-03d4fdd85c89,colleague@workmail.com,Team Lunch Reminder,Don't forget to submit your timesheet today.,0
0a88d4a3-729b-4e1c-bbb7-7595712e3aaf,john.smith@business.org,Updated Document Attached,Here's the link to the document you requested.,0
5633075d-b52b-4d29-82b8-7891989363c4,prizes@freegiftcards.com,Your Account is in Danger,Lowest prices on meds! No prescription needed. Order now!,1
b14cc9f8-a5a6-4114-aa5b-b10011f5a0eb,admin@intranet.local,Schedule for Next Week,Don't forget to submit your timesheet today.,0
c0ded028-8dee-4452-987c-9716877d2474,jane.doe@company.com,Birthday Wishes,Thanks for your feedback on the latest project.,0
e5045ae0-aaf6-4b1e-b1f0-65b44739a81b,admin@intranet.local,Birthday Wishes,Thanks for your feedback on the latest project.,0
d03c26e9-815e-424e-bfe9-99453738f10e,security@banknotice.com,Your Account is in Danger,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
f6e28fde-b973-493a-b8c8-a9456bd318d0,security@banknotice.com,Your Account is in Danger,Lowest prices on meds! No prescription needed. Order now!,1
75db34f1-3d1f-4258-ac0c-97ffc368752e,jane.doe@company.com,Project Feedback,We should finalize the budget by end of this week.,0
d60b8f27-22a9-4fb0-84b7-9323ae51a5b3,colleague@workmail.com,Team Lunch Reminder,Are you attending the team event on Friday?,0
d8d7fbec-bc71-452a-aa8a-046b17f79d2b,manager@teamproject.io,Team Lunch Reminder,Are you attending the team event on Friday?,0
8f573299-8a5b-4906-b186-69142b745624,noreply@workfromhome.biz,You've Been Selected!,Your payment is pending. Click here to confirm your billing information.,1
ddc9b499-18d4-4251-a883-a2786f57668e,john.smith@business.org,Schedule for Next Week,Please find the attached report for your review.,0
440c9a8d-40b9-4146-9ca4-af6e2433c1e7,manager@teamproject.io,Schedule for Next Week,Are you attending the team event on Friday?,0
8de453e0-e3e5-4cad-a604-f4ee6e8b0fc7,manager@teamproject.io,Project Feedback,Can we reschedule our meeting to 3 PM tomorrow?,0
bd41ab8b-1746-44ef-8c7d-c4a02b2beab1,hr@company.com,Birthday Wishes,Looking forward to our lunch next week.,0
efa5b47d-2790-4327-8e7e-83af6462ce2e,billing@onlinewarranty.org,Act Now: Limited Offer!,Lowest prices on meds! No prescription needed. Order now!,1
7fbf9805-bc4a-4baa-b78b-d829ed3bbf02,offers@loanexpress.net,You've Been Selected!,You have been selected for a limited time loan offer. Apply now!,1
00e7ad9b-d689-4be4-844f-cd0de59bbc07,billing@onlinewarranty.org,Final Reminder: Update Info,Claim your free iPhone by filling out this short survey.,1
5dc1e8c0-39a6-4960-be76-2177142ac1f8,hr@company.com,Team Lunch Reminder,Please find the attached report for your review.,0
6ad65b22-35dd-42bd-9795-35c8f756a087,billing@onlinewarranty.org,You've Been Selected!,URGENT! Your account has been compromised. Reset your password immediately.,1
c239fa15-1be4-4f7d-ad38-e62f5bfca778,colleague@workmail.com,Project Feedback,Are you attending the team event on Friday?,0
efe54907-482e-4ed4-a59e-5298b0b9d886,hr@company.com,Updated Document Attached,Please find the attached report for your review.,0
146df1c8-01e1-4920-a85c-b2c7f73a31e2,security@banknotice.com,Act Now: Limited Offer!,Your payment is pending. Click here to confirm your billing information.,1
9a97fa4e-1173-4847-ac46-355b4f67fd6d,manager@teamproject.io,Schedule for Next Week,Don't forget to submit your timesheet today.,0
e6258354-6220-42fc-ab8a-bbf0f0dff1a2,admin@intranet.local,Birthday Wishes,Looking forward to our lunch next week.,0
fc9a5a9a-9dcf-4131-979b-5e249e70c79b,colleague@workmail.com,Birthday Wishes,Here's the link to the document you requested.,0
ba4bbb34-ffa9-40ed-94ee-432c7b56eecf,prizes@freegiftcards.com,Win a Free iPhone,Claim your free iPhone by filling out this short survey.,1
35a2a9c0-0e8f-49af-b4d8-1040870c08af,noreply@workfromhome.biz,Win a Free iPhone,Lowest prices on meds! No prescription needed. Order now!,1
d0c95d3b-acea-4140-80b1-620a9354dbed,offers@loanexpress.net,Win a Free iPhone,"Exclusive deal just for you. Don't miss out, click here.",1
a1ae3c6e-4adc-4d2c-b7ad-cda8b574b683,support@medsshop.com,Final Reminder: Update Info,"Exclusive deal just for you. Don't miss out, click here.",1
e3c54363-78af-4a6c-9455-0c5b5cce2667,support@medsshop.com,You've Been Selected!,URGENT! Your account has been compromised. Reset your password immediately.,1
9a6ef25d-7f5c-4cdc-a882-89d3b8e39593,support@medsshop.com,Earn $$$ from Home,Your payment is pending. Click here to confirm your billing information.,1
43e8a36a-1a4d-4f94-abce-408e318aba07,noreply@workfromhome.biz,Your Account is in Danger,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
24014e59-562d-482f-a07f-d386d377cead,hr@company.com,Project Feedback,Happy birthday! Hope you have a wonderful day!,0
42f19c0e-126f-4f58-9738-69b21c7ba899,admin@intranet.local,Project Feedback,Please find the attached report for your review.,0
1e204b7d-be4e-49f6-93d1-78708263deda,billing@onlinewarranty.org,You've Been Selected!,This is not a scam! You have been chosen for a free vacation.,1
49033795-688c-47be-adf4-0cbf1e311c6b,manager@teamproject.io,Updated Document Attached,Looking forward to our lunch next week.,0
f4865ecd-19d5-47a9-80b4-22310d2a2f47,manager@teamproject.io,Team Lunch Reminder,Looking forward to our lunch next week.,0
01a7fb3f-d063-4f69-8dc1-98c286b4ce46,manager@teamproject.io,Updated Document Attached,Please find the attached report for your review.,0
3758d9bb-6dfa-49ea-bfa7-625f60149bec,john.smith@business.org,Schedule for Next Week,Please find the attached report for your review.,0
aef3c654-ac42-4b16-93f7-332d72ec41a3,noreply@workfromhome.biz,Final Reminder: Update Info,Claim your free iPhone by filling out this short survey.,1
a9baeb81-2be1-4270-96c2-e0dc734956d9,support@medsshop.com,You've Been Selected!,Your payment is pending. Click here to confirm your billing information.,1
a060c118-dec6-49e7-909a-5ac000f1a1f7,offers@loanexpress.net,Your Account is in Danger,This is not a scam! You have been chosen for a free vacation.,1
af6394f7-6fed-4b71-a539-1e4b6e7c874e,support@medsshop.com,Final Reminder: Update Info,URGENT! Your account has been compromised. Reset your password immediately.,1
8f1a2482-c8bc-4b9f-b49e-e5abf33d9dce,colleague@workmail.com,Team Lunch Reminder,Thanks for your feedback on the latest project.,0
456514cd-93d7-4972-a037-be3d746be138,prizes@freegiftcards.com,Your Account is in Danger,"Exclusive deal just for you. Don't miss out, click here.",1
41f2dc28-a3ee-416b-aeb8-d0694be06525,support@medsshop.com,Act Now: Limited Offer!,"Exclusive deal just for you. Don't miss out, click here.",1
5b06ffb2-8510-41f6-93b8-e3cc8766d2e8,support@medsshop.com,Win a Free iPhone,Final notice: Your car warranty is about to expire.,1
8e8ca922-ccda-440a-88ae-d1ce1e2ccca3,manager@teamproject.io,Updated Document Attached,Don't forget to submit your timesheet today.,0
d70d3f5d-8a94-44fd-8b1b-240ae91c2c48,hr@company.com,Project Feedback,Are you attending the team event on Friday?,0
61c03889-4b36-4b2c-b981-80d69e8becc8,admin@intranet.local,Birthday Wishes,Here's the link to the document you requested.,0
3cc9ffd6-3497-43f8-94f2-2fb5c27bfe52,john.smith@business.org,Updated Document Attached,Let me know if you need help with the presentation.,0
055e5e40-c90f-4ef4-94e1-c1e42010d306,support@medsshop.com,Win a Free iPhone,Get rich quick! Work from home and earn $5000/week.,1
af75c750-d387-46ad-afa6-c88d56c52f03,manager@teamproject.io,Updated Document Attached,Happy birthday! Hope you have a wonderful day!,0
18762f08-44dd-47e5-86aa-0558cefd8393,manager@teamproject.io,Team Lunch Reminder,Please find the attached report for your review.,0
8050ad44-713d-44e6-bf73-54f8f02a8099,offers@loanexpress.net,Win a Free iPhone,You have been selected for a limited time loan offer. Apply now!,1
f1b06331-d6ea-4153-ac76-d03bb0760615,colleague@workmail.com,Project Feedback,Let me know if you need help with the presentation.,0
5773fe45-1ba4-4534-8031-6d82612cf085,support@medsshop.com,Your Account is in Danger,Get rich quick! Work from home and earn $5000/week.,1
7f97869d-0e3b-42e9-8e13-e86d7c7735cf,security@banknotice.com,Final Reminder: Update Info,Get rich quick! Work from home and earn $5000/week.,1
cb3c9972-c4fa-4ed8-bc53-e4ffde4f140e,support@medsshop.com,Win a Free iPhone,You have been selected for a limited time loan offer. Apply now!,1
f216e24d-8775-48e1-bca1-2fa0d2757d60,prizes@freegiftcards.com,Win a Free iPhone,Your payment is pending. Click here to confirm your billing information.,1
93aa84f5-1d60-4822-901b-9b2db2367202,colleague@workmail.com,Birthday Wishes,Don't forget to submit your timesheet today.,0
a04f8a50-8efc-4a34-99f6-5c2c92cd5ddf,admin@intranet.local,Updated Document Attached,Here's the link to the document you requested.,0
17948a01-44cc-4843-bb4a-349cb351e747,support@medsshop.com,Final Reminder: Update Info,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
9f6bfeaa-1454-47c5-8c1a-201a00de4a3a,admin@intranet.local,Schedule for Next Week,Thanks for your feedback on the latest project.,0
428672ba-76f2-4724-b851-1a9ce42a872e,colleague@workmail.com,Schedule for Next Week,Thanks for your feedback on the latest project.,0
c867ffd7-8d9c-498c-a263-dc3908c98b01,colleague@workmail.com,Meeting Rescheduled,Are you attending the team event on Friday?,0
6d61e7f1-db4c-483e-8634-820a865aea75,jane.doe@company.com,Birthday Wishes,Here's the link to the document you requested.,0
9e836ff2-7f8b-46b4-b5dc-1dd7731ac18f,support@medsshop.com,Win a Free iPhone,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
a6eee935-a2a8-4fa3-8129-0ede60698d2b,prizes@freegiftcards.com,You've Been Selected!,Your payment is pending. Click here to confirm your billing information.,1
4b00d338-de07-4bd7-90e1-86674728871d,support@medsshop.com,Win a Free iPhone,This is not a scam! You have been chosen for a free vacation.,1
448682b2-1517-4d69-bc31-55d137f67d3b,hr@company.com,Schedule for Next Week,Let me know if you need help with the presentation.,0
c11bb3e2-8e54-420b-93e9-d9167552066b,colleague@workmail.com,Birthday Wishes,Happy birthday! Hope you have a wonderful day!,0
69538053-0381-4dd4-b255-d64fac991809,john.smith@business.org,Team Lunch Reminder,Looking forward to our lunch next week.,0
8f7b1f5c-680e-4ab1-833d-2f25df313485,jane.doe@company.com,Updated Document Attached,Let me know if you need help with the presentation.,0
1f96bd07-eb56-443f-a227-57b75a99ec0f,offers@loanexpress.net,Earn $$$ from Home,URGENT! Your account has been compromised. Reset your password immediately.,1
f7a70363-5d6e-4b0b-8ae9-b436832d30aa,support@medsshop.com,Win a Free iPhone,Final notice: Your car warranty is about to expire.,1
89936b0d-aa09-4111-9388-38875bcad5ce,offers@loanexpress.net,Act Now: Limited Offer!,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
01f25268-d23b-49e4-ba43-5c82934e5aa4,security@banknotice.com,Act Now: Limited Offer!,URGENT! Your account has been compromised. Reset your password immediately.,1
1f5d8cd3-5b10-478c-b2b6-7090254b79db,hr@company.com,Project Feedback,Happy birthday! Hope you have a wonderful day!,0
2734ce17-89f1-4420-b7eb-a8d25e52bfdf,billing@onlinewarranty.org,You've Been Selected!,Get rich quick! Work from home and earn $5000/week.,1
898781ea-945e-492b-aa48-74379ff10714,colleague@workmail.com,Updated Document Attached,Happy birthday! Hope you have a wonderful day!,0
acdc1712-ab3f-4743-8988-5c89e29c29f9,manager@teamproject.io,Project Feedback,Don't forget to submit your timesheet today.,0
14108f45-1616-4e02-8ad8-7e56713ffbf0,billing@onlinewarranty.org,Earn $$$ from Home,Lowest prices on meds! No prescription needed. Order now!,1
2b7d0bb4-9f96-4413-a73d-35a1cd9c4ece,john.smith@business.org,Meeting Rescheduled,Don't forget to submit your timesheet today.,0
e9d933dd-53f7-4a02-a63a-df42344bdfb9,jane.doe@company.com,Updated Document Attached,Here's the link to the document you requested.,0
a8bdf5b5-d07e-4966-8e53-fc8a1e0dc797,security@banknotice.com,Final Reminder: Update Info,You have been selected for a limited time loan offer. Apply now!,1
892bec17-4e8b-4edb-854d-e3625ddc0e8e,admin@intranet.local,Meeting Rescheduled,Looking forward to our lunch next week.,0
a436466b-64d7-43f5-b8ef-b2e8a3a676c2,offers@loanexpress.net,Win a Free iPhone,Final notice: Your car warranty is about to expire.,1
0e9faa1e-75a2-41a9-8902-89537fec45bc,noreply@workfromhome.biz,Earn $$$ from Home,URGENT! Your account has been compromised. Reset your password immediately.,1
54f91ee3-6d6b-480a-88c3-e8f4023d9554,security@banknotice.com,Act Now: Limited Offer!,Congratulations! You've won a $1000 gift card. Click here to claim now.,1
bb390e8a-4a2c-4243-b986-2ee6194cc11a,offers@loanexpress.net,Earn $$$ from Home,"Exclusive deal just for you. Don't miss out, click here.",1
fb58efe1-e2f9-4f8e-9ae8-26a66b4504dc,support@medsshop.com,Act Now: Limited Offer!,Get rich quick! Work from home and earn $5000/week.,1
f561da86-1d4c-4e71-a14c-92b7c2c29965,security@banknotice.com,Your Account is in Danger,Lowest prices on meds! No prescription needed. Order now!,1
5ff3e553-03c8-4c90-a585-94b35591cbc5,admin@intranet.local,Birthday Wishes,Please find the attached report for your review.,0
815b06c4-4da5-4db4-9666-364cb789afcd,hr@company.com,Updated Document Attached,Can we reschedule our meeting to 3 PM tomorrow?,0
6cbd4577-b83a-4ddf-bd03-3a4f96abbcfd,john.smith@business.org,Updated Document Attached,Happy birthday! Hope you have a wonderful day!,0
0b4a23d5-74d6-4055-8073-0fffcdbc0d33,noreply@workfromhome.biz,Win a Free iPhone,URGENT! Your account has been compromised. Reset your password immediately.,1
c61306cb-fea1-45b8-9da1-8b6262056a1d,billing@onlinewarranty.org,Your Account is in Danger,Claim your free iPhone by filling out this short survey.,1
6ddae327-2116-4fd8-bdf4-df34c6afe73c,hr@company.com,Team Lunch Reminder,We should finalize the budget by end of this week.,0
f4a9d264-060b-49c4-816a-3e8ef418a197,jane.doe@company.com,Meeting Rescheduled,Don't forget to submit your timesheet today.,0
b8b5dab0-6b5e-46a3-9398-477d8a6578b0,support@medsshop.com,Earn $$$ from Home,Your payment is pending. Click here to confirm your billing information.,1
54a701df-47e1-4578-a109-7d993c2b4808,john.smith@business.org,Updated Document Attached,We should finalize the budget by end of this week.,0
be5309e7-be00-45c1-9d4b-fb3892bb56c6,noreply@workfromhome.biz,Earn $$$ from Home,Claim your free iPhone by filling out this short survey.,1
05528b46-9d87-40b0-8e80-fa5e7a23358f,security@banknotice.com,Your Account is in Danger,URGENT! Your account has been compromised. Reset your password immediately.,1
1ea5c942-2726-4e77-89e0-177b457d61a7,security@banknotice.com,You've Been Selected!,Get rich quick! Work from home and earn $5000/week.,1
8c2fafec-1ceb-48ab-8fa8-7f8c59d85e44,admin@intranet.local,Birthday Wishes,We should finalize the budget by end of this week.,0
1ab03d9b-b135-4d32-90bc-4604793fd022,manager@teamproject.io,Birthday Wishes,Let me know if you need help with the presentation.,0
